Q1,Q2 (mediana),Q3,Q4 (máximo),D1,D2,D3,D4,D5,D6,D7,D8,D9,D10
19787.56057,28373.30593,41440.668135,162065.59186,11886.958762,17311.277466000003,21984.96627,25156.341222000006,28373.30593,31653.999701999997,37659.81086799999,45767.304996000006,56466.85143200002,162065.59186
