Q1,Q2 (mediana),Q3,Q4 (máximo),D1,D2,D3,D4,D5,D6,D7,D8,D9,D10
3.8487750000000003,7.39956,14.3385525,727.81986,1.94854,3.2312480000000003,4.455029000000001,5.839786000000001,7.39956,9.51911,12.361515999999998,16.686252000000003,26.551704999999988,727.81986
