Q1,Q2 (mediana),Q3,Q4 (máximo),D1,D2,D3,D4,D5,D6,D7,D8,D9,D10
37.66694,69.04671,131.86031,5471.43943,22.199884,32.571158,42.977541999999985,54.774840000000005,69.04671,87.470828,113.76057599999996,155.54200400000016,243.56066800000008,5471.43943
