Ativo,Data,Intervalo,Volume
BTCUSDT,2025-05-07 07:00:00,1h,753.61062
BTCUSDT,2025-05-07 08:00:00,1h,481.05145
BTCUSDT,2025-05-07 09:00:00,1h,405.22829
BTCUSDT,2025-05-07 10:00:00,1h,341.26007
BTCUSDT,2025-05-07 11:00:00,1h,296.1224
BTCUSDT,2025-05-07 12:00:00,1h,256.14738
BTCUSDT,2025-05-07 13:00:00,1h,531.66176
BTCUSDT,2025-05-07 14:00:00,1h,829.46434
BTCUSDT,2025-05-07 15:00:00,1h,854.22653
BTCUSDT,2025-05-07 16:00:00,1h,576.23163
BTCUSDT,2025-05-07 17:00:00,1h,620.55485
BTCUSDT,2025-05-07 18:00:00,1h,513.55369
BTCUSDT,2025-05-07 19:00:00,1h,1492.53634
BTCUSDT,2025-05-07 20:00:00,1h,979.2255
BTCUSDT,2025-05-07 21:00:00,1h,355.48999
BTCUSDT,2025-05-07 22:00:00,1h,495.1239
BTCUSDT,2025-05-07 23:00:00,1h,392.38837
BTCUSDT,2025-05-08 00:00:00,1h,354.25475
BTCUSDT,2025-05-08 01:00:00,1h,917.12453
BTCUSDT,2025-05-08 02:00:00,1h,2174.72361
BTCUSDT,2025-05-08 03:00:00,1h,1852.79702
BTCUSDT,2025-05-08 04:00:00,1h,1465.38383
BTCUSDT,2025-05-08 05:00:00,1h,1716.7366
BTCUSDT,2025-05-08 06:00:00,1h,1207.65821
BTCUSDT,2025-05-08 07:00:00,1h,471.2223
BTCUSDT,2025-05-08 08:00:00,1h,733.68958
BTCUSDT,2025-05-08 09:00:00,1h,1529.80222
BTCUSDT,2025-05-08 10:00:00,1h,679.55205
BTCUSDT,2025-05-08 11:00:00,1h,701.13127
BTCUSDT,2025-05-08 12:00:00,1h,792.18929
BTCUSDT,2025-05-08 13:00:00,1h,744.57375
BTCUSDT,2025-05-08 14:00:00,1h,803.7858
BTCUSDT,2025-05-08 15:00:00,1h,1220.52424
BTCUSDT,2025-05-08 16:00:00,1h,5194.54792
BTCUSDT,2025-05-08 17:00:00,1h,1685.15995
BTCUSDT,2025-05-08 18:00:00,1h,1661.60189
BTCUSDT,2025-05-08 19:00:00,1h,668.29815
BTCUSDT,2025-05-08 20:00:00,1h,1084.70087
BTCUSDT,2025-05-08 21:00:00,1h,2318.75045
BTCUSDT,2025-05-08 22:00:00,1h,3388.69792
BTCUSDT,2025-05-08 23:00:00,1h,1028.42527
BTCUSDT,2025-05-09 00:00:00,1h,920.95175
BTCUSDT,2025-05-09 01:00:00,1h,967.72632
BTCUSDT,2025-05-09 02:00:00,1h,829.79334
BTCUSDT,2025-05-09 03:00:00,1h,1049.12723
BTCUSDT,2025-05-09 04:00:00,1h,887.20651
BTCUSDT,2025-05-09 05:00:00,1h,702.47394
BTCUSDT,2025-05-09 06:00:00,1h,712.49562
BTCUSDT,2025-05-09 07:00:00,1h,1025.81799
BTCUSDT,2025-05-09 08:00:00,1h,3530.71192
BTCUSDT,2025-05-09 09:00:00,1h,3123.0848
BTCUSDT,2025-05-09 10:00:00,1h,1946.17375
BTCUSDT,2025-05-09 11:00:00,1h,1629.84795
BTCUSDT,2025-05-09 12:00:00,1h,1703.98287
BTCUSDT,2025-05-09 13:00:00,1h,1104.96452
BTCUSDT,2025-05-09 14:00:00,1h,1946.92446
BTCUSDT,2025-05-09 15:00:00,1h,2039.94742
BTCUSDT,2025-05-09 16:00:00,1h,749.38574
BTCUSDT,2025-05-09 17:00:00,1h,893.55174
BTCUSDT,2025-05-09 18:00:00,1h,678.08573
BTCUSDT,2025-05-09 19:00:00,1h,399.38495
BTCUSDT,2025-05-09 20:00:00,1h,378.87644
BTCUSDT,2025-05-09 21:00:00,1h,350.62996
BTCUSDT,2025-05-09 22:00:00,1h,376.59229
BTCUSDT,2025-05-09 23:00:00,1h,340.91245
BTCUSDT,2025-05-10 00:00:00,1h,249.70113
BTCUSDT,2025-05-10 01:00:00,1h,606.6113
BTCUSDT,2025-05-10 02:00:00,1h,421.77204
BTCUSDT,2025-05-10 03:00:00,1h,367.36386
BTCUSDT,2025-05-10 04:00:00,1h,393.14728
BTCUSDT,2025-05-10 05:00:00,1h,291.54929
BTCUSDT,2025-05-10 06:00:00,1h,399.13796
BTCUSDT,2025-05-10 07:00:00,1h,966.16865
BTCUSDT,2025-05-10 08:00:00,1h,815.86898
BTCUSDT,2025-05-10 09:00:00,1h,847.46151
BTCUSDT,2025-05-10 10:00:00,1h,548.24108
BTCUSDT,2025-05-10 11:00:00,1h,629.38967
BTCUSDT,2025-05-10 12:00:00,1h,851.17394
BTCUSDT,2025-05-10 13:00:00,1h,651.69947
BTCUSDT,2025-05-10 14:00:00,1h,384.73592
BTCUSDT,2025-05-10 15:00:00,1h,363.48091
BTCUSDT,2025-05-10 16:00:00,1h,533.62781
BTCUSDT,2025-05-10 17:00:00,1h,588.61658
BTCUSDT,2025-05-10 18:00:00,1h,861.02001
BTCUSDT,2025-05-10 19:00:00,1h,560.27315
BTCUSDT,2025-05-10 20:00:00,1h,320.50313
BTCUSDT,2025-05-10 21:00:00,1h,210.01357
BTCUSDT,2025-05-10 22:00:00,1h,364.19148
BTCUSDT,2025-05-10 23:00:00,1h,429.82122
BTCUSDT,2025-05-11 00:00:00,1h,2918.9173
BTCUSDT,2025-05-11 01:00:00,1h,1452.36468
BTCUSDT,2025-05-11 02:00:00,1h,717.9167
BTCUSDT,2025-05-11 03:00:00,1h,1092.03667
BTCUSDT,2025-05-11 04:00:00,1h,593.25276
BTCUSDT,2025-05-11 05:00:00,1h,520.1322
BTCUSDT,2025-05-11 06:00:00,1h,415.52186
BTCUSDT,2025-05-11 07:00:00,1h,918.02801
BTCUSDT,2025-05-11 08:00:00,1h,1099.08865
BTCUSDT,2025-05-11 09:00:00,1h,573.5755
BTCUSDT,2025-05-11 10:00:00,1h,616.46184
BTCUSDT,2025-05-11 11:00:00,1h,670.87671
BTCUSDT,2025-05-11 12:00:00,1h,611.74101
BTCUSDT,2025-05-11 13:00:00,1h,931.71158
BTCUSDT,2025-05-11 14:00:00,1h,1100.33042
BTCUSDT,2025-05-11 15:00:00,1h,1491.16287
BTCUSDT,2025-05-11 16:00:00,1h,977.30807
BTCUSDT,2025-05-11 17:00:00,1h,700.09107
BTCUSDT,2025-05-11 18:00:00,1h,446.02668
BTCUSDT,2025-05-11 19:00:00,1h,748.08883
BTCUSDT,2025-05-11 20:00:00,1h,417.96581
BTCUSDT,2025-05-11 21:00:00,1h,292.09692
BTCUSDT,2025-05-11 22:00:00,1h,324.08378
BTCUSDT,2025-05-11 23:00:00,1h,740.71696
BTCUSDT,2025-05-12 00:00:00,1h,536.54239
BTCUSDT,2025-05-12 01:00:00,1h,864.57103
BTCUSDT,2025-05-12 02:00:00,1h,1894.48964
BTCUSDT,2025-05-12 03:00:00,1h,712.35791
BTCUSDT,2025-05-12 04:00:00,1h,574.91027
BTCUSDT,2025-05-12 05:00:00,1h,450.99148
BTCUSDT,2025-05-12 06:00:00,1h,459.15467
BTCUSDT,2025-05-12 07:00:00,1h,502.82838
BTCUSDT,2025-05-12 08:00:00,1h,5543.61229
BTCUSDT,2025-05-12 09:00:00,1h,1072.02345
BTCUSDT,2025-05-12 10:00:00,1h,890.19411
BTCUSDT,2025-05-12 11:00:00,1h,881.93559
BTCUSDT,2025-05-12 12:00:00,1h,1351.4493
BTCUSDT,2025-05-12 13:00:00,1h,1551.13482
BTCUSDT,2025-05-12 14:00:00,1h,1481.23564
BTCUSDT,2025-05-12 15:00:00,1h,3039.45535
BTCUSDT,2025-05-12 16:00:00,1h,1810.41867
BTCUSDT,2025-05-12 17:00:00,1h,986.02627
BTCUSDT,2025-05-12 18:00:00,1h,669.75274
BTCUSDT,2025-05-12 19:00:00,1h,3108.20166
BTCUSDT,2025-05-12 20:00:00,1h,1290.66176
BTCUSDT,2025-05-12 21:00:00,1h,787.00596
BTCUSDT,2025-05-12 22:00:00,1h,479.23848
BTCUSDT,2025-05-12 23:00:00,1h,449.28013
BTCUSDT,2025-05-13 00:00:00,1h,421.84832
BTCUSDT,2025-05-13 01:00:00,1h,749.28213
BTCUSDT,2025-05-13 02:00:00,1h,716.11702
BTCUSDT,2025-05-13 03:00:00,1h,924.66581
BTCUSDT,2025-05-13 04:00:00,1h,962.27648
BTCUSDT,2025-05-13 05:00:00,1h,1132.24142
BTCUSDT,2025-05-13 06:00:00,1h,1000.99313
BTCUSDT,2025-05-13 07:00:00,1h,865.09002
BTCUSDT,2025-05-13 08:00:00,1h,548.56772
BTCUSDT,2025-05-13 09:00:00,1h,574.89898
BTCUSDT,2025-05-13 10:00:00,1h,997.62125
BTCUSDT,2025-05-13 11:00:00,1h,809.33372
BTCUSDT,2025-05-13 12:00:00,1h,415.61196
BTCUSDT,2025-05-13 13:00:00,1h,1411.6968
BTCUSDT,2025-05-13 14:00:00,1h,858.34947
BTCUSDT,2025-05-13 15:00:00,1h,1336.03577
BTCUSDT,2025-05-13 16:00:00,1h,845.30074
BTCUSDT,2025-05-13 17:00:00,1h,1296.14451
BTCUSDT,2025-05-13 18:00:00,1h,737.88609
BTCUSDT,2025-05-13 19:00:00,1h,667.51343
BTCUSDT,2025-05-13 20:00:00,1h,2351.90796
BTCUSDT,2025-05-13 21:00:00,1h,601.95317
BTCUSDT,2025-05-13 22:00:00,1h,391.26707
BTCUSDT,2025-05-13 23:00:00,1h,502.72511
BTCUSDT,2025-05-14 00:00:00,1h,555.94433
BTCUSDT,2025-05-14 01:00:00,1h,1038.59479
BTCUSDT,2025-05-14 02:00:00,1h,1074.76281
BTCUSDT,2025-05-14 03:00:00,1h,481.61389
BTCUSDT,2025-05-14 04:00:00,1h,415.74688
BTCUSDT,2025-05-14 05:00:00,1h,427.81934
BTCUSDT,2025-05-14 06:00:00,1h,506.88636
BTCUSDT,2025-05-14 07:00:00,1h,381.32265
BTCUSDT,2025-05-14 08:00:00,1h,786.22564
BTCUSDT,2025-05-14 09:00:00,1h,1056.63353
BTCUSDT,2025-05-14 10:00:00,1h,1191.70027
BTCUSDT,2025-05-14 11:00:00,1h,704.389
BTCUSDT,2025-05-14 12:00:00,1h,583.04021
BTCUSDT,2025-05-14 13:00:00,1h,488.53049
BTCUSDT,2025-05-14 14:00:00,1h,1907.26615
BTCUSDT,2025-05-14 15:00:00,1h,1950.09622
BTCUSDT,2025-05-14 16:00:00,1h,856.1516
BTCUSDT,2025-05-14 17:00:00,1h,475.44971
BTCUSDT,2025-05-14 18:00:00,1h,595.35133
BTCUSDT,2025-05-14 19:00:00,1h,393.98215
BTCUSDT,2025-05-14 20:00:00,1h,392.19365
BTCUSDT,2025-05-14 21:00:00,1h,195.13432
BTCUSDT,2025-05-14 22:00:00,1h,186.25436
BTCUSDT,2025-05-14 23:00:00,1h,139.37207
BTCUSDT,2025-05-15 00:00:00,1h,224.39068
BTCUSDT,2025-05-15 01:00:00,1h,316.48566
BTCUSDT,2025-05-15 02:00:00,1h,568.67212
BTCUSDT,2025-05-15 03:00:00,1h,446.23075
BTCUSDT,2025-05-15 04:00:00,1h,466.40868
BTCUSDT,2025-05-15 05:00:00,1h,351.7693
BTCUSDT,2025-05-15 06:00:00,1h,519.41864
BTCUSDT,2025-05-15 07:00:00,1h,714.15222
BTCUSDT,2025-05-15 08:00:00,1h,768.32213
BTCUSDT,2025-05-15 09:00:00,1h,594.85241
BTCUSDT,2025-05-15 10:00:00,1h,860.32483
BTCUSDT,2025-05-15 11:00:00,1h,494.18425
BTCUSDT,2025-05-15 12:00:00,1h,662.74555
BTCUSDT,2025-05-15 13:00:00,1h,981.88637
BTCUSDT,2025-05-15 14:00:00,1h,1037.21134
BTCUSDT,2025-05-15 15:00:00,1h,1209.87624
BTCUSDT,2025-05-15 16:00:00,1h,1083.57557
BTCUSDT,2025-05-15 17:00:00,1h,1096.42524
BTCUSDT,2025-05-15 18:00:00,1h,1311.32988
BTCUSDT,2025-05-15 19:00:00,1h,1125.34279
BTCUSDT,2025-05-15 20:00:00,1h,909.12835
BTCUSDT,2025-05-15 21:00:00,1h,666.51008
BTCUSDT,2025-05-15 22:00:00,1h,463.839
BTCUSDT,2025-05-15 23:00:00,1h,660.25544
BTCUSDT,2025-05-16 00:00:00,1h,690.0392
BTCUSDT,2025-05-16 01:00:00,1h,805.5454
BTCUSDT,2025-05-16 02:00:00,1h,842.64231
BTCUSDT,2025-05-16 03:00:00,1h,1102.45583
BTCUSDT,2025-05-16 04:00:00,1h,543.50598
BTCUSDT,2025-05-16 05:00:00,1h,458.36015
BTCUSDT,2025-05-16 06:00:00,1h,418.83888
BTCUSDT,2025-05-16 07:00:00,1h,741.97708
BTCUSDT,2025-05-16 08:00:00,1h,719.7843
BTCUSDT,2025-05-16 09:00:00,1h,1261.58345
BTCUSDT,2025-05-16 10:00:00,1h,824.12938
BTCUSDT,2025-05-16 11:00:00,1h,509.73742
BTCUSDT,2025-05-16 12:00:00,1h,523.12827
BTCUSDT,2025-05-16 13:00:00,1h,387.69144
BTCUSDT,2025-05-16 14:00:00,1h,976.52654
BTCUSDT,2025-05-16 15:00:00,1h,943.56617
BTCUSDT,2025-05-16 16:00:00,1h,1195.9957
BTCUSDT,2025-05-16 17:00:00,1h,1228.2701
BTCUSDT,2025-05-16 18:00:00,1h,430.37817
BTCUSDT,2025-05-16 19:00:00,1h,420.24502
BTCUSDT,2025-05-16 20:00:00,1h,273.94744
BTCUSDT,2025-05-16 21:00:00,1h,285.67975
BTCUSDT,2025-05-16 22:00:00,1h,249.10753
BTCUSDT,2025-05-16 23:00:00,1h,344.55949
BTCUSDT,2025-05-17 00:00:00,1h,196.22444
BTCUSDT,2025-05-17 01:00:00,1h,743.27212
BTCUSDT,2025-05-17 02:00:00,1h,901.79419
BTCUSDT,2025-05-17 03:00:00,1h,650.39481
BTCUSDT,2025-05-17 04:00:00,1h,563.37816
BTCUSDT,2025-05-17 05:00:00,1h,336.48814
BTCUSDT,2025-05-17 06:00:00,1h,224.58608
BTCUSDT,2025-05-17 07:00:00,1h,413.82507
BTCUSDT,2025-05-17 08:00:00,1h,344.02794
BTCUSDT,2025-05-17 09:00:00,1h,685.20657
BTCUSDT,2025-05-17 10:00:00,1h,1202.56724
BTCUSDT,2025-05-17 11:00:00,1h,457.50752
