Ativo,Data,Intervalo,Volume
BTCUSDT,2025-05-04 00:43:00,1m,1.162
BTCUSDT,2025-05-04 00:44:00,1m,1.45976
BTCUSDT,2025-05-04 00:45:00,1m,27.05007
BTCUSDT,2025-05-04 00:46:00,1m,8.10696
BTCUSDT,2025-05-04 00:47:00,1m,7.10241
BTCUSDT,2025-05-04 00:48:00,1m,2.23698
BTCUSDT,2025-05-04 00:49:00,1m,19.5841
BTCUSDT,2025-05-04 00:50:00,1m,2.71216
BTCUSDT,2025-05-04 00:51:00,1m,5.95164
BTCUSDT,2025-05-04 00:52:00,1m,4.24289
BTCUSDT,2025-05-04 00:53:00,1m,2.57897
BTCUSDT,2025-05-04 00:54:00,1m,5.79716
BTCUSDT,2025-05-04 00:55:00,1m,1.331
BTCUSDT,2025-05-04 00:56:00,1m,0.75046
BTCUSDT,2025-05-04 00:57:00,1m,4.17984
BTCUSDT,2025-05-04 00:58:00,1m,2.32259
BTCUSDT,2025-05-04 00:59:00,1m,5.95401
BTCUSDT,2025-05-04 01:00:00,1m,5.99162
BTCUSDT,2025-05-04 01:01:00,1m,26.00298
BTCUSDT,2025-05-04 01:02:00,1m,7.81672
BTCUSDT,2025-05-04 01:03:00,1m,2.58823
BTCUSDT,2025-05-04 01:04:00,1m,1.69361
BTCUSDT,2025-05-04 01:05:00,1m,2.31415
BTCUSDT,2025-05-04 01:06:00,1m,1.79972
BTCUSDT,2025-05-04 01:07:00,1m,7.11017
BTCUSDT,2025-05-04 01:08:00,1m,1.45041
BTCUSDT,2025-05-04 01:09:00,1m,2.13909
BTCUSDT,2025-05-04 01:10:00,1m,1.67358
BTCUSDT,2025-05-04 01:11:00,1m,7.06507
BTCUSDT,2025-05-04 01:12:00,1m,3.61095
BTCUSDT,2025-05-04 01:13:00,1m,1.81225
BTCUSDT,2025-05-04 01:14:00,1m,2.02246
BTCUSDT,2025-05-04 01:15:00,1m,7.94109
BTCUSDT,2025-05-04 01:16:00,1m,1.29796
BTCUSDT,2025-05-04 01:17:00,1m,4.26541
BTCUSDT,2025-05-04 01:18:00,1m,10.52308
BTCUSDT,2025-05-04 01:19:00,1m,7.31142
BTCUSDT,2025-05-04 01:20:00,1m,3.79915
BTCUSDT,2025-05-04 01:21:00,1m,2.33898
BTCUSDT,2025-05-04 01:22:00,1m,2.78705
BTCUSDT,2025-05-04 01:23:00,1m,3.08168
BTCUSDT,2025-05-04 01:24:00,1m,3.49902
BTCUSDT,2025-05-04 01:25:00,1m,4.71219
BTCUSDT,2025-05-04 01:26:00,1m,1.92154
BTCUSDT,2025-05-04 01:27:00,1m,2.21121
BTCUSDT,2025-05-04 01:28:00,1m,0.53685
BTCUSDT,2025-05-04 01:29:00,1m,4.3619
BTCUSDT,2025-05-04 01:30:00,1m,2.45266
BTCUSDT,2025-05-04 01:31:00,1m,0.92612
BTCUSDT,2025-05-04 01:32:00,1m,6.76088
BTCUSDT,2025-05-04 01:33:00,1m,2.69634
BTCUSDT,2025-05-04 01:34:00,1m,3.65298
BTCUSDT,2025-05-04 01:35:00,1m,3.22283
BTCUSDT,2025-05-04 01:36:00,1m,15.51744
BTCUSDT,2025-05-04 01:37:00,1m,3.29405
BTCUSDT,2025-05-04 01:38:00,1m,1.93466
BTCUSDT,2025-05-04 01:39:00,1m,7.79579
BTCUSDT,2025-05-04 01:40:00,1m,2.75827
BTCUSDT,2025-05-04 01:41:00,1m,1.15488
BTCUSDT,2025-05-04 01:42:00,1m,2.08241
BTCUSDT,2025-05-04 01:43:00,1m,5.95019
BTCUSDT,2025-05-04 01:44:00,1m,8.224
BTCUSDT,2025-05-04 01:45:00,1m,23.43801
BTCUSDT,2025-05-04 01:46:00,1m,25.2933
BTCUSDT,2025-05-04 01:47:00,1m,10.9121
BTCUSDT,2025-05-04 01:48:00,1m,3.6822
BTCUSDT,2025-05-04 01:49:00,1m,3.72664
BTCUSDT,2025-05-04 01:50:00,1m,4.26261
BTCUSDT,2025-05-04 01:51:00,1m,18.70294
BTCUSDT,2025-05-04 01:52:00,1m,2.57274
BTCUSDT,2025-05-04 01:53:00,1m,7.66856
BTCUSDT,2025-05-04 01:54:00,1m,1.42123
BTCUSDT,2025-05-04 01:55:00,1m,6.43412
BTCUSDT,2025-05-04 01:56:00,1m,1.30391
BTCUSDT,2025-05-04 01:57:00,1m,5.23563
BTCUSDT,2025-05-04 01:58:00,1m,5.91283
BTCUSDT,2025-05-04 01:59:00,1m,0.96436
BTCUSDT,2025-05-04 02:00:00,1m,2.86049
BTCUSDT,2025-05-04 02:01:00,1m,6.01251
BTCUSDT,2025-05-04 02:02:00,1m,1.50912
BTCUSDT,2025-05-04 02:03:00,1m,5.73193
BTCUSDT,2025-05-04 02:04:00,1m,0.67365
BTCUSDT,2025-05-04 02:05:00,1m,12.0456
BTCUSDT,2025-05-04 02:06:00,1m,2.21195
BTCUSDT,2025-05-04 02:07:00,1m,1.97197
BTCUSDT,2025-05-04 02:08:00,1m,6.06056
BTCUSDT,2025-05-04 02:09:00,1m,2.10271
BTCUSDT,2025-05-04 02:10:00,1m,2.40756
BTCUSDT,2025-05-04 02:11:00,1m,0.56141
BTCUSDT,2025-05-04 02:12:00,1m,14.53877
BTCUSDT,2025-05-04 02:13:00,1m,3.24033
BTCUSDT,2025-05-04 02:14:00,1m,0.62216
BTCUSDT,2025-05-04 02:15:00,1m,5.16552
BTCUSDT,2025-05-04 02:16:00,1m,2.33507
BTCUSDT,2025-05-04 02:17:00,1m,2.91921
BTCUSDT,2025-05-04 02:18:00,1m,3.9211
BTCUSDT,2025-05-04 02:19:00,1m,3.95433
BTCUSDT,2025-05-04 02:20:00,1m,21.80069
BTCUSDT,2025-05-04 02:21:00,1m,11.92938
BTCUSDT,2025-05-04 02:22:00,1m,1.43267
BTCUSDT,2025-05-04 02:23:00,1m,3.17671
BTCUSDT,2025-05-04 02:24:00,1m,1.54676
BTCUSDT,2025-05-04 02:25:00,1m,1.30508
BTCUSDT,2025-05-04 02:26:00,1m,5.99495
BTCUSDT,2025-05-04 02:27:00,1m,5.63807
BTCUSDT,2025-05-04 02:28:00,1m,1.91931
BTCUSDT,2025-05-04 02:29:00,1m,5.03154
BTCUSDT,2025-05-04 02:30:00,1m,2.46904
BTCUSDT,2025-05-04 02:31:00,1m,4.76049
BTCUSDT,2025-05-04 02:32:00,1m,3.39138
BTCUSDT,2025-05-04 02:33:00,1m,4.45833
BTCUSDT,2025-05-04 02:34:00,1m,4.18765
BTCUSDT,2025-05-04 02:35:00,1m,1.24649
BTCUSDT,2025-05-04 02:36:00,1m,1.59853
BTCUSDT,2025-05-04 02:37:00,1m,1.46791
BTCUSDT,2025-05-04 02:38:00,1m,6.9634
BTCUSDT,2025-05-04 02:39:00,1m,11.31645
BTCUSDT,2025-05-04 02:40:00,1m,2.20073
BTCUSDT,2025-05-04 02:41:00,1m,10.56451
BTCUSDT,2025-05-04 02:42:00,1m,7.78753
BTCUSDT,2025-05-04 02:43:00,1m,70.06339
BTCUSDT,2025-05-04 02:44:00,1m,40.17118
BTCUSDT,2025-05-04 02:45:00,1m,8.6194
BTCUSDT,2025-05-04 02:46:00,1m,52.79303
BTCUSDT,2025-05-04 02:47:00,1m,7.8894
BTCUSDT,2025-05-04 02:48:00,1m,12.13928
BTCUSDT,2025-05-04 02:49:00,1m,23.65951
BTCUSDT,2025-05-04 02:50:00,1m,23.35969
BTCUSDT,2025-05-04 02:51:00,1m,45.90729
BTCUSDT,2025-05-04 02:52:00,1m,29.66327
BTCUSDT,2025-05-04 02:53:00,1m,19.68062
BTCUSDT,2025-05-04 02:54:00,1m,2.95817
BTCUSDT,2025-05-04 02:55:00,1m,25.28604
BTCUSDT,2025-05-04 02:56:00,1m,13.70535
BTCUSDT,2025-05-04 02:57:00,1m,8.10304
BTCUSDT,2025-05-04 02:58:00,1m,6.56708
BTCUSDT,2025-05-04 02:59:00,1m,7.48432
BTCUSDT,2025-05-04 03:00:00,1m,5.9008
BTCUSDT,2025-05-04 03:01:00,1m,4.43726
BTCUSDT,2025-05-04 03:02:00,1m,15.26371
BTCUSDT,2025-05-04 03:03:00,1m,6.57667
BTCUSDT,2025-05-04 03:04:00,1m,9.05282
BTCUSDT,2025-05-04 03:05:00,1m,9.3036
BTCUSDT,2025-05-04 03:06:00,1m,7.81938
BTCUSDT,2025-05-04 03:07:00,1m,16.98702
BTCUSDT,2025-05-04 03:08:00,1m,59.81448
BTCUSDT,2025-05-04 03:09:00,1m,2.07709
BTCUSDT,2025-05-04 03:10:00,1m,2.0628
BTCUSDT,2025-05-04 03:11:00,1m,7.58372
BTCUSDT,2025-05-04 03:12:00,1m,2.63997
BTCUSDT,2025-05-04 03:13:00,1m,6.88406
BTCUSDT,2025-05-04 03:14:00,1m,0.84792
BTCUSDT,2025-05-04 03:15:00,1m,2.63265
BTCUSDT,2025-05-04 03:16:00,1m,5.01681
BTCUSDT,2025-05-04 03:17:00,1m,3.43914
BTCUSDT,2025-05-04 03:18:00,1m,1.66405
BTCUSDT,2025-05-04 03:19:00,1m,10.89852
BTCUSDT,2025-05-04 03:20:00,1m,1.04157
BTCUSDT,2025-05-04 03:21:00,1m,1.28681
BTCUSDT,2025-05-04 03:22:00,1m,0.52131
BTCUSDT,2025-05-04 03:23:00,1m,2.70125
BTCUSDT,2025-05-04 03:24:00,1m,4.56577
BTCUSDT,2025-05-04 03:25:00,1m,14.36676
BTCUSDT,2025-05-04 03:26:00,1m,4.9074
BTCUSDT,2025-05-04 03:27:00,1m,8.43997
BTCUSDT,2025-05-04 03:28:00,1m,2.37441
BTCUSDT,2025-05-04 03:29:00,1m,0.50655
BTCUSDT,2025-05-04 03:30:00,1m,8.03576
BTCUSDT,2025-05-04 03:31:00,1m,3.37638
BTCUSDT,2025-05-04 03:32:00,1m,2.72382
BTCUSDT,2025-05-04 03:33:00,1m,2.55858
BTCUSDT,2025-05-04 03:34:00,1m,13.27518
BTCUSDT,2025-05-04 03:35:00,1m,3.70686
BTCUSDT,2025-05-04 03:36:00,1m,2.97792
BTCUSDT,2025-05-04 03:37:00,1m,3.7827
BTCUSDT,2025-05-04 03:38:00,1m,3.63605
BTCUSDT,2025-05-04 03:39:00,1m,3.26589
BTCUSDT,2025-05-04 03:40:00,1m,29.18978
BTCUSDT,2025-05-04 03:41:00,1m,31.71718
BTCUSDT,2025-05-04 03:42:00,1m,8.51725
BTCUSDT,2025-05-04 03:43:00,1m,9.50906
BTCUSDT,2025-05-04 03:44:00,1m,4.23104
BTCUSDT,2025-05-04 03:45:00,1m,11.88284
BTCUSDT,2025-05-04 03:46:00,1m,3.65252
BTCUSDT,2025-05-04 03:47:00,1m,12.38587
BTCUSDT,2025-05-04 03:48:00,1m,5.99157
BTCUSDT,2025-05-04 03:49:00,1m,7.89562
BTCUSDT,2025-05-04 03:50:00,1m,0.99584
BTCUSDT,2025-05-04 03:51:00,1m,5.70784
BTCUSDT,2025-05-04 03:52:00,1m,4.9291
BTCUSDT,2025-05-04 03:53:00,1m,2.84479
BTCUSDT,2025-05-04 03:54:00,1m,3.60779
BTCUSDT,2025-05-04 03:55:00,1m,1.68729
BTCUSDT,2025-05-04 03:56:00,1m,1.12274
BTCUSDT,2025-05-04 03:57:00,1m,1.05552
BTCUSDT,2025-05-04 03:58:00,1m,0.57947
BTCUSDT,2025-05-04 03:59:00,1m,1.00489
BTCUSDT,2025-05-04 04:00:00,1m,5.81307
BTCUSDT,2025-05-04 04:01:00,1m,3.35758
BTCUSDT,2025-05-04 04:02:00,1m,1.51117
BTCUSDT,2025-05-04 04:03:00,1m,2.17996
BTCUSDT,2025-05-04 04:04:00,1m,2.82772
BTCUSDT,2025-05-04 04:05:00,1m,0.83601
BTCUSDT,2025-05-04 04:06:00,1m,4.74342
BTCUSDT,2025-05-04 04:07:00,1m,1.91633
BTCUSDT,2025-05-04 04:08:00,1m,5.91043
BTCUSDT,2025-05-04 04:09:00,1m,14.50611
BTCUSDT,2025-05-04 04:10:00,1m,4.6956
BTCUSDT,2025-05-04 04:11:00,1m,2.98812
BTCUSDT,2025-05-04 04:12:00,1m,4.15436
BTCUSDT,2025-05-04 04:13:00,1m,1.37769
BTCUSDT,2025-05-04 04:14:00,1m,2.18705
BTCUSDT,2025-05-04 04:15:00,1m,3.16388
BTCUSDT,2025-05-04 04:16:00,1m,0.65486
BTCUSDT,2025-05-04 04:17:00,1m,3.44127
BTCUSDT,2025-05-04 04:18:00,1m,4.74929
BTCUSDT,2025-05-04 04:19:00,1m,2.41835
BTCUSDT,2025-05-04 04:20:00,1m,2.38257
BTCUSDT,2025-05-04 04:21:00,1m,1.6878
BTCUSDT,2025-05-04 04:22:00,1m,1.4724
BTCUSDT,2025-05-04 04:23:00,1m,1.05792
BTCUSDT,2025-05-04 04:24:00,1m,3.32232
BTCUSDT,2025-05-04 04:25:00,1m,2.21863
BTCUSDT,2025-05-04 04:26:00,1m,2.21719
BTCUSDT,2025-05-04 04:27:00,1m,2.95736
BTCUSDT,2025-05-04 04:28:00,1m,1.63538
BTCUSDT,2025-05-04 04:29:00,1m,3.75792
BTCUSDT,2025-05-04 04:30:00,1m,0.6244
BTCUSDT,2025-05-04 04:31:00,1m,2.38924
BTCUSDT,2025-05-04 04:32:00,1m,2.93898
BTCUSDT,2025-05-04 04:33:00,1m,2.3931
BTCUSDT,2025-05-04 04:34:00,1m,1.81038
BTCUSDT,2025-05-04 04:35:00,1m,2.30579
BTCUSDT,2025-05-04 04:36:00,1m,4.31231
BTCUSDT,2025-05-04 04:37:00,1m,1.36305
BTCUSDT,2025-05-04 04:38:00,1m,3.36761
BTCUSDT,2025-05-04 04:39:00,1m,1.59206
BTCUSDT,2025-05-04 04:40:00,1m,1.99303
BTCUSDT,2025-05-04 04:41:00,1m,6.02073
BTCUSDT,2025-05-04 04:42:00,1m,4.57467
BTCUSDT,2025-05-04 04:43:00,1m,0.46412
BTCUSDT,2025-05-04 04:44:00,1m,0.85594
BTCUSDT,2025-05-04 04:45:00,1m,5.51795
BTCUSDT,2025-05-04 04:46:00,1m,2.47306
BTCUSDT,2025-05-04 04:47:00,1m,5.72664
BTCUSDT,2025-05-04 04:48:00,1m,4.42711
BTCUSDT,2025-05-04 04:49:00,1m,1.48061
BTCUSDT,2025-05-04 04:50:00,1m,2.01778
BTCUSDT,2025-05-04 04:51:00,1m,2.84116
BTCUSDT,2025-05-04 04:52:00,1m,1.47751
BTCUSDT,2025-05-04 04:53:00,1m,2.55187
BTCUSDT,2025-05-04 04:54:00,1m,4.01481
BTCUSDT,2025-05-04 04:55:00,1m,3.48248
BTCUSDT,2025-05-04 04:56:00,1m,2.4839
BTCUSDT,2025-05-04 04:57:00,1m,0.64264
BTCUSDT,2025-05-04 04:58:00,1m,2.08791
BTCUSDT,2025-05-04 04:59:00,1m,4.7447
BTCUSDT,2025-05-04 05:00:00,1m,2.62616
BTCUSDT,2025-05-04 05:01:00,1m,2.59637
BTCUSDT,2025-05-04 05:02:00,1m,1.54037
BTCUSDT,2025-05-04 05:03:00,1m,1.81394
BTCUSDT,2025-05-04 05:04:00,1m,2.86905
BTCUSDT,2025-05-04 05:05:00,1m,4.44911
BTCUSDT,2025-05-04 05:06:00,1m,0.59806
BTCUSDT,2025-05-04 05:07:00,1m,2.29826
BTCUSDT,2025-05-04 05:08:00,1m,2.07442
BTCUSDT,2025-05-04 05:09:00,1m,1.3277
BTCUSDT,2025-05-04 05:10:00,1m,0.64901
BTCUSDT,2025-05-04 05:11:00,1m,3.25362
BTCUSDT,2025-05-04 05:12:00,1m,0.68695
BTCUSDT,2025-05-04 05:13:00,1m,1.02184
BTCUSDT,2025-05-04 05:14:00,1m,4.54799
BTCUSDT,2025-05-04 05:15:00,1m,5.69174
BTCUSDT,2025-05-04 05:16:00,1m,1.73288
BTCUSDT,2025-05-04 05:17:00,1m,4.41879
BTCUSDT,2025-05-04 05:18:00,1m,1.34628
BTCUSDT,2025-05-04 05:19:00,1m,4.44272
BTCUSDT,2025-05-04 05:20:00,1m,2.67165
BTCUSDT,2025-05-04 05:21:00,1m,9.32321
BTCUSDT,2025-05-04 05:22:00,1m,2.14296
BTCUSDT,2025-05-04 05:23:00,1m,2.10525
BTCUSDT,2025-05-04 05:24:00,1m,10.20834
BTCUSDT,2025-05-04 05:25:00,1m,4.56402
BTCUSDT,2025-05-04 05:26:00,1m,4.2414
BTCUSDT,2025-05-04 05:27:00,1m,1.85152
BTCUSDT,2025-05-04 05:28:00,1m,3.61368
BTCUSDT,2025-05-04 05:29:00,1m,1.94838
BTCUSDT,2025-05-04 05:30:00,1m,3.31119
BTCUSDT,2025-05-04 05:31:00,1m,2.64835
BTCUSDT,2025-05-04 05:32:00,1m,1.89206
BTCUSDT,2025-05-04 05:33:00,1m,3.4689
BTCUSDT,2025-05-04 05:34:00,1m,1.01215
BTCUSDT,2025-05-04 05:35:00,1m,6.35074
BTCUSDT,2025-05-04 05:36:00,1m,3.02897
BTCUSDT,2025-05-04 05:37:00,1m,2.36827
BTCUSDT,2025-05-04 05:38:00,1m,1.52653
BTCUSDT,2025-05-04 05:39:00,1m,1.71701
BTCUSDT,2025-05-04 05:40:00,1m,1.52163
BTCUSDT,2025-05-04 05:41:00,1m,0.96561
BTCUSDT,2025-05-04 05:42:00,1m,1.2761
BTCUSDT,2025-05-04 05:43:00,1m,2.37185
BTCUSDT,2025-05-04 05:44:00,1m,2.6454
BTCUSDT,2025-05-04 05:45:00,1m,4.60252
BTCUSDT,2025-05-04 05:46:00,1m,2.88865
BTCUSDT,2025-05-04 05:47:00,1m,3.56126
BTCUSDT,2025-05-04 05:48:00,1m,0.775
BTCUSDT,2025-05-04 05:49:00,1m,1.56162
BTCUSDT,2025-05-04 05:50:00,1m,1.62308
BTCUSDT,2025-05-04 05:51:00,1m,1.91046
BTCUSDT,2025-05-04 05:52:00,1m,5.47362
BTCUSDT,2025-05-04 05:53:00,1m,1.43218
BTCUSDT,2025-05-04 05:54:00,1m,1.50023
BTCUSDT,2025-05-04 05:55:00,1m,2.51104
BTCUSDT,2025-05-04 05:56:00,1m,1.61623
BTCUSDT,2025-05-04 05:57:00,1m,5.80592
BTCUSDT,2025-05-04 05:58:00,1m,4.87843
BTCUSDT,2025-05-04 05:59:00,1m,3.47386
BTCUSDT,2025-05-04 06:00:00,1m,5.4838
BTCUSDT,2025-05-04 06:01:00,1m,1.08126
BTCUSDT,2025-05-04 06:02:00,1m,3.51377
BTCUSDT,2025-05-04 06:03:00,1m,5.70646
BTCUSDT,2025-05-04 06:04:00,1m,12.81431
BTCUSDT,2025-05-04 06:05:00,1m,4.9211
BTCUSDT,2025-05-04 06:06:00,1m,1.78209
BTCUSDT,2025-05-04 06:07:00,1m,3.68425
BTCUSDT,2025-05-04 06:08:00,1m,1.34649
BTCUSDT,2025-05-04 06:09:00,1m,8.83908
BTCUSDT,2025-05-04 06:10:00,1m,4.33582
BTCUSDT,2025-05-04 06:11:00,1m,4.00322
BTCUSDT,2025-05-04 06:12:00,1m,4.51298
BTCUSDT,2025-05-04 06:13:00,1m,3.49623
BTCUSDT,2025-05-04 06:14:00,1m,2.69569
BTCUSDT,2025-05-04 06:15:00,1m,7.05397
BTCUSDT,2025-05-04 06:16:00,1m,8.89056
BTCUSDT,2025-05-04 06:17:00,1m,4.23725
BTCUSDT,2025-05-04 06:18:00,1m,4.14555
BTCUSDT,2025-05-04 06:19:00,1m,0.77069
BTCUSDT,2025-05-04 06:20:00,1m,8.70328
BTCUSDT,2025-05-04 06:21:00,1m,6.33976
BTCUSDT,2025-05-04 06:22:00,1m,5.17164
BTCUSDT,2025-05-04 06:23:00,1m,1.66206
BTCUSDT,2025-05-04 06:24:00,1m,6.27025
BTCUSDT,2025-05-04 06:25:00,1m,8.26816
BTCUSDT,2025-05-04 06:26:00,1m,19.10583
BTCUSDT,2025-05-04 06:27:00,1m,8.94036
BTCUSDT,2025-05-04 06:28:00,1m,6.08761
BTCUSDT,2025-05-04 06:29:00,1m,2.66912
BTCUSDT,2025-05-04 06:30:00,1m,4.6325
BTCUSDT,2025-05-04 06:31:00,1m,4.7179
BTCUSDT,2025-05-04 06:32:00,1m,15.48581
BTCUSDT,2025-05-04 06:33:00,1m,2.91374
BTCUSDT,2025-05-04 06:34:00,1m,17.68063
BTCUSDT,2025-05-04 06:35:00,1m,1.34153
BTCUSDT,2025-05-04 06:36:00,1m,12.52653
BTCUSDT,2025-05-04 06:37:00,1m,0.46469
BTCUSDT,2025-05-04 06:38:00,1m,1.15287
BTCUSDT,2025-05-04 06:39:00,1m,0.61708
BTCUSDT,2025-05-04 06:40:00,1m,4.2983
BTCUSDT,2025-05-04 06:41:00,1m,3.78623
BTCUSDT,2025-05-04 06:42:00,1m,7.94794
BTCUSDT,2025-05-04 06:43:00,1m,1.81167
BTCUSDT,2025-05-04 06:44:00,1m,9.02247
BTCUSDT,2025-05-04 06:45:00,1m,17.31472
BTCUSDT,2025-05-04 06:46:00,1m,14.69045
BTCUSDT,2025-05-04 06:47:00,1m,5.67343
BTCUSDT,2025-05-04 06:48:00,1m,6.95877
BTCUSDT,2025-05-04 06:49:00,1m,3.60927
BTCUSDT,2025-05-04 06:50:00,1m,7.06032
BTCUSDT,2025-05-04 06:51:00,1m,2.70154
BTCUSDT,2025-05-04 06:52:00,1m,1.86314
BTCUSDT,2025-05-04 06:53:00,1m,1.7376
BTCUSDT,2025-05-04 06:54:00,1m,13.53259
BTCUSDT,2025-05-04 06:55:00,1m,21.96922
BTCUSDT,2025-05-04 06:56:00,1m,15.76629
BTCUSDT,2025-05-04 06:57:00,1m,23.89654
BTCUSDT,2025-05-04 06:58:00,1m,15.89181
BTCUSDT,2025-05-04 06:59:00,1m,17.32763
BTCUSDT,2025-05-04 07:00:00,1m,20.4433
BTCUSDT,2025-05-04 07:01:00,1m,23.09781
BTCUSDT,2025-05-04 07:02:00,1m,15.37264
BTCUSDT,2025-05-04 07:03:00,1m,15.73811
BTCUSDT,2025-05-04 07:04:00,1m,20.5829
BTCUSDT,2025-05-04 07:05:00,1m,14.3646
BTCUSDT,2025-05-04 07:06:00,1m,14.2179
BTCUSDT,2025-05-04 07:07:00,1m,16.73532
BTCUSDT,2025-05-04 07:08:00,1m,18.83465
BTCUSDT,2025-05-04 07:09:00,1m,17.12702
BTCUSDT,2025-05-04 07:10:00,1m,17.76864
BTCUSDT,2025-05-04 07:11:00,1m,13.12459
BTCUSDT,2025-05-04 07:12:00,1m,2.38336
BTCUSDT,2025-05-04 07:13:00,1m,3.18617
BTCUSDT,2025-05-04 07:14:00,1m,7.90738
BTCUSDT,2025-05-04 07:15:00,1m,4.70928
BTCUSDT,2025-05-04 07:16:00,1m,4.34721
BTCUSDT,2025-05-04 07:17:00,1m,1.48328
BTCUSDT,2025-05-04 07:18:00,1m,9.07586
BTCUSDT,2025-05-04 07:19:00,1m,10.13703
BTCUSDT,2025-05-04 07:20:00,1m,16.75033
BTCUSDT,2025-05-04 07:21:00,1m,13.39783
BTCUSDT,2025-05-04 07:22:00,1m,21.34899
BTCUSDT,2025-05-04 07:23:00,1m,12.17507
BTCUSDT,2025-05-04 07:24:00,1m,16.00204
BTCUSDT,2025-05-04 07:25:00,1m,16.58235
BTCUSDT,2025-05-04 07:26:00,1m,14.54969
BTCUSDT,2025-05-04 07:27:00,1m,15.63855
BTCUSDT,2025-05-04 07:28:00,1m,14.44538
BTCUSDT,2025-05-04 07:29:00,1m,11.84189
BTCUSDT,2025-05-04 07:30:00,1m,19.42026
BTCUSDT,2025-05-04 07:31:00,1m,15.29221
BTCUSDT,2025-05-04 07:32:00,1m,12.70583
BTCUSDT,2025-05-04 07:33:00,1m,17.40519
BTCUSDT,2025-05-04 07:34:00,1m,11.90517
BTCUSDT,2025-05-04 07:35:00,1m,18.55046
BTCUSDT,2025-05-04 07:36:00,1m,17.21848
BTCUSDT,2025-05-04 07:37:00,1m,22.42987
BTCUSDT,2025-05-04 07:38:00,1m,17.64568
BTCUSDT,2025-05-04 07:39:00,1m,13.12501
BTCUSDT,2025-05-04 07:40:00,1m,17.00823
BTCUSDT,2025-05-04 07:41:00,1m,22.01838
BTCUSDT,2025-05-04 07:42:00,1m,15.35263
BTCUSDT,2025-05-04 07:43:00,1m,17.10284
BTCUSDT,2025-05-04 07:44:00,1m,11.03637
BTCUSDT,2025-05-04 07:45:00,1m,5.87239
BTCUSDT,2025-05-04 07:46:00,1m,0.65283
BTCUSDT,2025-05-04 07:47:00,1m,3.31857
BTCUSDT,2025-05-04 07:48:00,1m,3.4699
BTCUSDT,2025-05-04 07:49:00,1m,1.94339
BTCUSDT,2025-05-04 07:50:00,1m,1.49332
BTCUSDT,2025-05-04 07:51:00,1m,0.46908
BTCUSDT,2025-05-04 07:52:00,1m,2.6863
BTCUSDT,2025-05-04 07:53:00,1m,0.63829
BTCUSDT,2025-05-04 07:54:00,1m,9.26078
BTCUSDT,2025-05-04 07:55:00,1m,4.3786
BTCUSDT,2025-05-04 07:56:00,1m,1.23392
BTCUSDT,2025-05-04 07:57:00,1m,3.63518
BTCUSDT,2025-05-04 07:58:00,1m,0.75288
BTCUSDT,2025-05-04 07:59:00,1m,1.3394
BTCUSDT,2025-05-04 08:00:00,1m,3.13626
BTCUSDT,2025-05-04 08:01:00,1m,8.98249
BTCUSDT,2025-05-04 08:02:00,1m,1.88161
BTCUSDT,2025-05-04 08:03:00,1m,3.80416
BTCUSDT,2025-05-04 08:04:00,1m,0.80162
BTCUSDT,2025-05-04 08:05:00,1m,0.31528
BTCUSDT,2025-05-04 08:06:00,1m,3.26558
BTCUSDT,2025-05-04 08:07:00,1m,4.52554
BTCUSDT,2025-05-04 08:08:00,1m,1.9659
BTCUSDT,2025-05-04 08:09:00,1m,0.52649
BTCUSDT,2025-05-04 08:10:00,1m,8.15382
BTCUSDT,2025-05-04 08:11:00,1m,7.6131
BTCUSDT,2025-05-04 08:12:00,1m,30.62902
BTCUSDT,2025-05-04 08:13:00,1m,13.79534
BTCUSDT,2025-05-04 08:14:00,1m,5.25262
BTCUSDT,2025-05-04 08:15:00,1m,4.28632
BTCUSDT,2025-05-04 08:16:00,1m,3.16218
BTCUSDT,2025-05-04 08:17:00,1m,6.31844
BTCUSDT,2025-05-04 08:18:00,1m,1.37629
BTCUSDT,2025-05-04 08:19:00,1m,19.69157
BTCUSDT,2025-05-04 08:20:00,1m,14.83882
BTCUSDT,2025-05-04 08:21:00,1m,16.25282
BTCUSDT,2025-05-04 08:22:00,1m,13.63132
BTCUSDT,2025-05-04 08:23:00,1m,21.55959
BTCUSDT,2025-05-04 08:24:00,1m,11.24623
BTCUSDT,2025-05-04 08:25:00,1m,13.40352
BTCUSDT,2025-05-04 08:26:00,1m,17.09503
BTCUSDT,2025-05-04 08:27:00,1m,16.29594
BTCUSDT,2025-05-04 08:28:00,1m,12.39408
BTCUSDT,2025-05-04 08:29:00,1m,14.87298
BTCUSDT,2025-05-04 08:30:00,1m,15.06479
BTCUSDT,2025-05-04 08:31:00,1m,15.10029
BTCUSDT,2025-05-04 08:32:00,1m,15.40455
BTCUSDT,2025-05-04 08:33:00,1m,13.91412
BTCUSDT,2025-05-04 08:34:00,1m,25.2085
BTCUSDT,2025-05-04 08:35:00,1m,16.6393
BTCUSDT,2025-05-04 08:36:00,1m,8.06557
BTCUSDT,2025-05-04 08:37:00,1m,11.46302
BTCUSDT,2025-05-04 08:38:00,1m,1.66539
BTCUSDT,2025-05-04 08:39:00,1m,4.93025
BTCUSDT,2025-05-04 08:40:00,1m,6.10022
BTCUSDT,2025-05-04 08:41:00,1m,2.14757
BTCUSDT,2025-05-04 08:42:00,1m,11.55137
BTCUSDT,2025-05-04 08:43:00,1m,2.3909
BTCUSDT,2025-05-04 08:44:00,1m,0.95237
